繁體	简体	清末	甬	出處（甬）	鎮	出處（鎮）	侖	出處（侖）	定	出處（定）	字頻	備註	篩選
尿	尿		syu1	1	syu1	9			syu1	11		白讀	
姝	姝		syu1										
瑹	瑹		syu1										
鵨	鵨		syu1										
嬃	媭		syu1										
蕦	蕦		syu1										
鑐	鑐		syu1										
⿰口舒	⿰口舒		syu1	3								音舒吸气。表示疼痛	#
水	水		syu3	1	syu3	9	syu3	10	syu3	11		白讀	
氵	氵		syu3									白讀	
暑	暑	shü	syu3	1	syu1	9	syu3	10					
黍	黍	shü	syu3	2	syu1	9	syu3	10	syu5	11			
數	数		syu3	2	syu3	9	syu3	10			0.05	數一數	
糈	糈	shü	syu3	7									
醑	醑	shü	syu3	7									
𡹲	𡹲	shü	syu3	7									
𦄼	𦄼	shü	syu3	7									
𨍐	𨍐	shü	syu3	7									
世	世	shü	syu5	1	syu5	9	syu5	10	syu5	11			
卋	世	shü	syu5	1	syu5	9	syu5	10	syu5	11			
丗	世	shü	syu5	1	syu5	9	syu5	10	syu5	11			
笹	笹		syu5									日語漢字，音同“世”	
勢	势	shü	syu5	1	syu5	9	syu5	10	syu5	11			
歲	岁		syu5	1	syu1	9	syu5	10	syu5	11		白讀	
嵗	岁		syu5	1								白讀	
歳	岁		syu5	1								白讀	
戍	戍	shü	syu5	2			syu5	10					
輸	输				syu5	9	syu5	10	syu5	11		運輸	
四	四	s	syu5	3	sy5	9	sy5	10	sy5	11	0.00	又音 僅限於“四圍”	
如	如	jü	zyu2	1	zyu2	9	zyu2	10	zyu2	11			
茹	茹	jü	zyu2	7	zyu2	9							
銣	铷		zyu2									化學元素	
鴽	𫛪	jü	zyu2	7									
蕠	蕠		zyu2										
儲	储	jü	zyu2	2	zyu6	9	zyu2	10					
𧄔	𧄔	jü	zyu2	2									
殊	殊	jü	zyu2	2	zyu2	9	zyu2	10	zyu2	11			
儒	儒	jü	zyu2	2	zyu2	9	zyu6	10	zyu2	11			
孺	孺	jü	zyu2	2	zyu2	9							
蠕	蠕		zyu2	2									
蝡	蠕		zyu2	2									
嚅	嚅	jü	zyu2	7									
顬	颥	jü	zyu2	7									
醹	醹	jü	zyu2	7									
鱬	鱬	jü	zyu2	7									
薷	薷	jü	zyu2	7									
襦	襦		zyu2										
嬬	嬬		zyu2										
濡	濡		zyu2										
殳	殳	jü	zyu2	7									
薯	薯		zyu2	1	zyu6	9	zyu6	10	zyu6	11			
藷	薯		zyu2	1									
餈	糍		zyu2	1								𩞁餈	
糍	糍		zyu2	1								𩞁餈	
𩝐	𩝐		zyu2	6								同“糍”	
豉	豉		zyu2	2	zyu6	9					0.05	又音	
鋤	锄		zyu2	3			dzyu2	10			0.05	又音	
耡	锄		zyu2	3							0.05	又音	
鉏	锄		zyu2	3							0.05	又音	
杸	杸		zyu2										
陎	陎		zyu2										
俆	俆		zyu2										
樹	树				zyu2	9						樹立(北侖)	
女	女	jü	zyu4	7							0.00	古同“汝”	
汝	汝	jü	zyu4	2	zyu2	9	zyu6	10	zyu4	11			
肗	肗		zyu4										
叙	叙	jü	zyu4	2									
敘	叙		zyu4	2	zyu6	9	zyu6	10	zyu4	11			
敍	叙		zyu4	2									
漵	溆		zyu4										
序	序	jü	zyu4	2	zyu6	9	zyu6	10	zyu4	11			
芧	芧		zyu4										
乳	乳	jü	zyu4	2	zyu2	9	zyu6	10	zyu4	11			
緒	绪		zyu4	2	zyu6	9	zyu6	10	zyu4	11			
緖	绪	jü	zyu4	2									
聚	聚	jü	zyu4	1	zyu6	9	zyu6	10	zyu4	11			
誰	谁		zyu4	1	zyu2	9					0.00	誰儂	
孰	孰		zyu4	3							0.00	孰儂	
墅	墅		zyu4	2	zyu2	9							
裋	裋		zyu4										
洳	洳	jü	zyu6	7									
豎	竖	jü	zyu6	1	zyu6	9	zyu6	10	zyu4	11			
竪	竖		zyu6	1									
樹	树	jü	zyu6	1	zyu6	9	zyu6	10	zyu6	11			
澍	澍	jü	zyu6	7									
尌	尌		zyu6										
曙	曙	jü	zyu6	2	zyu2	9							
署	署	jü	zyu6	2	zyu6	9	zyu6	10	zyu2	11			
糬	糬		zyu6										
埾	埾		zyu6										
續	续						zyu6	10			0.00	又音	#
篦	篦	bi	pi1	1	pi5	9	bi6	10					
𦱔	𦱔	pi	pi1	7									
螕	螕		pi1	3									
蓖	蓖		pi1	2	pi1	9	pi1	10	pi3	11			
鎞	𫔇		pi1										
屄	屄	pi	pi1	1									
毴	屄		pi1	1									
𣭈	𣭈		pi1	2									
婢	婢		pi1	2							0.00	小娘婢	#
豍	豍		pi1										
鄙	鄙	pi	pi1	2	pi5	9	pi3	10	pi3	11			
箅	箅		pi1	2			pi5	10					
臂	臂	pi	pi1	2	pi5	9	pi5	10	pi5	11			
邊	边	pin	pi1	1	pii1	9	pi1	10	pien1	11			
辺	边		pi1	1									
籩	笾	pin	pi1	7									
𨇱	𨇱	pin	pi1	7									
編	编	pin	pi1	2	pii1	9	pi1	10	pien1	11			
遍	遍	pin	pi1	2			pi1	10				量詞(北侖)	
徧	遍		pi1	2									
蝙	蝙	pin	pi1	1	pii1	9	pi1	10	pien1	11			
揙	揙		pi1	1								腳斜踢	
煸	煸		pi1	1									
萹	萹	pin	pi1	7									
鍽	鍽	pin	pi1	7									
楄	楄	pin	pi1	7									
鞭	鞭	pin	pi1	1	pii1	9	pi1	10	pien1	11			
鯾	𫚣	pin	pi1	7									
砭	砭	pin	pi1	1	pii3	9							
啚	啚		pi3	3									
匕	匕	pi	pi3	7									
比	比	pi	pi3	1	pi3	9	pi3	10	pi3	11			
妣	妣	pi	pi3	7									
秕	秕	pʽi	pi3	1								秕子	
粃	秕		pi3	1								秕子	
沘	沘	pi	pi3	7									
朼	朼		pi3										
舭	舭		pi3										
箄	箄	pi	pi3	7									
吡	吡		pi3									化學用字	
芘	芘		pi3									化學用字	
彼	彼		pi3				pi3	10	pi3	11	0.10	文讀	
柀	柀		pi3										
俾	俾								pi3	11			
娝	娝		pi3										
扁	扁	pin	pi3	1	pii3	9	pi3	10	pien3	11			
匾	匾	pin	pi3	1	pii3	9	pi3	10	pien3	11			
鯿	鳊	pin	pi3	1					pien1	11			
褊	褊	pin	pi3	7									
惼	惼		pi3										
碥	碥		pi3										
糄	糄		pi3										
藊	藊		pi3										
貶	贬	pin	pi3	1	pii3	9	pi3	10	pien3	11			
畀	畀	pi	pi5	7									
庇	庇	pi	pi5	2	pi5	9	pi5	10	pi5	11			
秘	秘	pi	pi5	2	pi5	9	pi5	10					
祕	秘		pi5	2	pi5	9	pi5	10	pi5	11			
泌	泌	pi	pi5	2	pi5	9	pi5	10	pi5	11			
毖	毖	pi	pi5	7					bi2	11			
粊	粊		pi5										
閟	閟	pi	pi5	7									
閉	闭	pi	pi5	1	pi5	9	pi5	10	pi5	11			
閇	閇		pi5										
嬖	嬖	pi	pi5	7									
貱	貱	pi	pi5	7									
費	费	pi	pi5	7							0.00	地名	
鄪	鄪		pi5										
賁	贲	pi	pi5	7							0.06		
陛	陛	be	pi5	2	bi2	9	bi6	10	bi2	11			
譬	譬								pi5	11	0.00	譬方(定海)	#
變	变	pin	pi5	2	pii5	9	pi5	10	pien5	11			
窆	窆	pin	pi5	7									
遍	遍	pin			pii5	9	pi5	10	pien5	11			
㴜	㴜	pin	pi5	7									
批	批	pʽi	phi1	1	phi1	9	phi1	10	phi1	11			
砒	砒	pʽi	phi1	1	phi1	9							
蚍	蚍	pʽi	phi1	7									
披	披	pʽi	phi1	1	phi1	9	phi1	10	phi1	11			
被	被		phi1								0.00	古同“披”	
鮍	鲏	pʽi	phi1	7									
𣬼	𣬼	pʽi	phi1	7									
帔	帔		phi1										
狓	狓		phi1										
銔	銔	pʽi	phi1	7									
翍	翍		phi1										
耚	耚		phi1										
磇	磇		phi1										
扁	扁	pʽin	phi1	7	pii3	9	pi3	10	pien3	11	0.00	扁舟	
翩	翩	pʽin	phi1	7	phii1	9							
偏	偏	pʽin	phi1	1	phii1	9	phi1	10	phien1	11			
篇	篇	pʽin	phi1	1	phii1	9	phi1	10	phien1	11			
甂	甂	pʽin	phi1	7									
媥	媥		phi1										
犏	犏		phi1										
蝙	蝙		phi1								0.20	又音	
否	否	pʽi	phi3	7	phi1	9					0.00	否極泰來	
庀	庀	pʽi	phi3	7									
圮	圮	pʽi	phi3	7									
諞	谝	pʽin	phi3	7									
諀	諀		phi3										
痞	痞	pʽi	phi5	2	phi1	9							
譬	譬	pʽi	phi5	1	phi5	9	phi5	10	phi5	11			
屁	屁	pʽi	phi5	1	phi5	9	phi5	10	phi5	11			
仳	仳	pʽi	phi5	7									
庇	庇		phi5	2	pi5	9	pi5	10	pi5	11		又音	
𠜱	𠜱		phi5	1					phi1	11		用刀平削	
淠	淠	pʽi	phi5	7									
睥	睥		phi5										
濞	濞		phi5										
嚊	嚊		phi5										
嚭	嚭	pʽi	phi5	1									
媲	媲		phi5		pi1	9							
批	批								phi5	11	0.05	一批貨(定海)	
片	片	pʽin	phi5	1	phii5	9	phi5	10	phien5	11			
䏒	䏒	pʽin	phi5	1									
騙	骗	pʽin	phi5	1	phii5	9	phi5	10	phien5	11			
騗	騗		phi5										
皮	皮	bi	bi2	1	bi2	9	bi2	10	bi2	11			
鈹	铍		bi2									化學元素	
琵	琵	bi	bi2	1	bi2	9	bi2	10					
脾	脾	bi	bi2	1	bi2	9	bi2	10	bi2	11			
啤	啤		bi2	2									
裨	裨	bi	bi2	7									
陴	陴	bi	bi2	7									
蜱	蜱		bi2										
郫	郫		bi2										
崥	崥	bi	bi2	7									
埤	埤		bi2										
鼙	鼙	bi	bi2	7									
螷	螷		bi2	3								蛤螷	
枇	枇	bi	bi2	1	bi2	9	bi2	10	bi2	11			
紕	纰	pʽi	bi2	1	phi1	9						貼紕	
毗	毗		bi2	7									
毘	毗	bi	bi2	7									
蚍	蚍		bi2										
鈚	鈚	bi	bi2	7									
肶	肶		bi2										
豼	豼		bi2										
阰	阰		bi2										
魮	魮		bi2										
貔	貔	bi	bi2	7									
疲	疲	bi	bi2	2	bi2	9	bi2	10	bi2	11			
肥	肥		bi2	3	bi2	9	bi2	10	bi2	11	0.05	糞便；肥料	
羆	罴	bi	bi2	7									
婢	婢	bi	bi2	2	bi2	9	bi6	10	bi4	11		奴婢	
痹	痹		bi2	2	bi2	9	pi5	10	bi2	11			
痺	痹	bi	bi2	2									
幣	币	bi	bi2	2	bi2	9	bi6	10	pi6	11			
弊	弊	bi	bi2	2	bi6	9	bi6	10	pi6	11			
便	便	bin	bi2	1	bii2	9	bi2	10	bien2	11	0.03	便宜	
箯	箯	bin	bi2	7									
緶	缏	bin	bi2	7	bii2	9			pi6	11			
𨂯	𨂯	bin	bi2	7									
楩	楩	bin	bi2	7									
駢	骈	bin	bi2	2									
胼	胼	bin	bi2	7									
帡	帡	bin	bi2	7									
𩰍	𩰍	bin	bi2	7									
卞	卞	bin	bi2	2	bii6	9							
汴	汴	bin	bi2	2	bii6	9	bi6	10	bien6	11			
辨	辨	bin	bi2	2	bii6	9	bi6	10	bien4	11			
辯	辩	bin	bi2	2	bii6	9	bi6	10	bien4	11			
琕	琕		bi2										
賆	賆		bi2										
骿	骿		bi2										
蹁	蹁	pʽin	bi2	1								行路時腳板歪斜	
被	被	bi	bi4	1	bi6	9	bi6	10	bi4	11		被頭	
庳	庳	bi	bi4	7									
辮	辫	bin	bi4	1	bii6	9	bi6	10	bien4	11			
牑	牑		bi4	1								磚牑	
艑	艑		bi4										
坒	坒		bi6	1					pi6	11		和坒	
斃	毙	bi	bi6	1	bi2	9	bi6	10	bi2	11			
獘	毙	bi	bi6	1									
避	避	bi	bi6	1	bi6	9	bi6	10	pi6	11			
鐴	鐴	bi	bi6	7									
敝	敝	bi	bi6	2	bi6	9	bi6	10	pi6	11			
蔽	蔽	pi	bi6	2	bi2	9	pi5	10	pi5	11			
鐾	鐾		bi6	1	bi6	9	bi6	10	pi6	11			
贔	赑	bi	bi6	7									
髲	髲	bi	bi6	7									
鞁	鞁		bi6										
襣	襣		bi6										
便	便	bin	bi6	1	bii6	9	bi6	10	bien6	11		方便	
𣸇	𣸇	bin	bi6	7									
㛹	㛹	bin	bi6	7									
忭	忭	bin	bi6	7									
苄	苄		bi6									化學用字	
抃	抃		bi6										
弁	弁	bin	bi6	7									
𥿋	𥿋	bin	bi6	7									
䒪	䒪		bi6	7									
匥	匥		bi6										
昪	昪		bi6										
迷	迷	mi	mi2	2	mi2	9	mi2	10	mi2	11			
謎	谜		mi2	2	mi2	9	mi2	10	mi2	11		文讀	
醚	醚		mi2									化學用字	
冞	冞		mi2										
麊	麊		mi2										
靡	靡	mi	mi2	2	mi2	9	mi6	10	mi4	11			
蘼	蘼		mi2										
糜	糜	mi	mi2	2	mi2	9			mi2	11			
縻	縻	mi	mi2	7									
麿	麿		mi2									古同“縻”	
麋	麋	mi	mi2	7									
麛	麛	mi	mi2	7									
𪎭	𪎭	mi	mi2	7									
醿	醿		mi2										
獼	猕	mi	mi2	7									
瀰	弥	mi	mi2	7									
彌	弥	mi	mi2	1	mi2	9	mi2	10	mi2	11		阿彌陀佛	
擟	𪭧		mi2										
镾	镾		mi2										
眉	眉		mi2	1	mi2	9	mi6	10	mi2	11		白讀	
楣	楣		mi2	6					mi2	11	0.01		
湄	湄								mi2	11			
眠	眠	min	mi2	1	mii2	9	mi2	10	mien2	11			
棉	棉	min	mi2	1	mii2	9	mi2	10	mien2	11			
綿	绵	min	mi2	1	mii2	9	mi2	10	mien2	11			
緜	绵		mi2	1									
丏	丏		mi2										
宀	宀	min	mi2	7									
蝒	蝒	min	mi2	7									
櫋	櫋		mi2	6									
矊	矊		mi2										
臱	臱		mi2										
鮸	𩾃								mien2	11			
明	明	ming	mi2	3							0.00	僅限於“明朝”	
米	米	mi	mi4	1	mi6	9	mi6	10	mi4	11			
咪	咪	mi	mi4	7							0.00	化學用字	
脒	脒		mi4									化學用字	
洣	洣		mi4										
敉	敉	mi	mi4	7									
侎	侎		mi4										
濔	濔		mi4										
葞	葞		mi4										
尾	尾		mi4	1	mi2	9			mi4	11		白讀	
㝥	㝥		mi4	1								𡬍花眼𥉻	
𡬍	㝥		mi4	1								𡬍花眼𥉻	
蔝	蔝		mi4										
羋	芈		mi4										
芈	芈		mi4										
弭	弭	mi	mi4	7									
乜	乜	mi	mi4	7					mhi1	11			
骳	骳		mi4										
沔	沔	min	mi4	7									
汅	汅		mi4										
免	免	min	mi4	1	mii6	9	mi6	10	mien4	11			
娩	娩		mi4	2	mii6	9	mi6	10	mien4	11			
勉	勉	min	mi4	2	mii6	9	mi6	10	mien4	11			
鮸	𩾃	min	mi4	1					mien4	11			
俛	俛	min	mi4	7									
浼	浼	min	mi4	7							0.00	河水浼浼	
絻	絻	min	mi4	7									
眄	眄	min	mi4	7									
湎	湎	min	mi4	7									
緬	缅	min	mi4	2	mii6	9	mi6	10	mien4	11			
靦	腼		mi4										
腼	腼		mi4										
勔	勔		mi4										
愐	愐		mi4										
澠	渑		mi4				mi6	10	mien2	11			
冕	冕	min	mi4	7									
脗	吻								mien4	11		脗縫(定海)	
未	未		mi6	1	mi6	9	mi6	10	mi6	11	0.05	還需要很長時間；還早着	
味	味		mi6	1	mi6	9	mi6	10	mi6	11		白讀	
彌	弥	mi	mi6	1	mi2	9	mi2	10	mi2	11		彌海碗	
面	面	min	mi6	1	mii6	9	mi6	10	mien6	11			
靣	面		mi6	1									
麪	面		mi6	1	mii6	9	mi6	10	mien6	11			
麫	面		mi6	1									
麵	面	min	mi6	1	mii6	9	mi6	10					
麺	面		mi6	1					mien6	11			
渳	渳		mhi5						mhi3	11			
咪	咪	m̆i	mhi5	1					mhi5	11			
眯	眯	mi	mhi5	1					mhi1	11			
瞇	眯		mhi5	1									
閉	闭						mhi5	10	mhi5	11	0.00	白讀 閉攏	#
彌	弥	mi	mhi5	3							0.00	僅限於“彌滿”	
米	米	mi	mhi5	3							0.00	僅限於“米米大”	
微	微				mhi5	9					0.00	白讀 微微小	
面	面	min	mhi5	3							0.00	僅限於“面面叫”	
靣	面		mhi5	3							0.00	僅限於“面面叫”	
飛	飞	fi	fi1	1	fi1	9	fi1	10	fi1	11			
騛	騛		fi1										
妃	妃	fi	fi1	1	fi1	9	fi1	10	fi1	11			
非	非	fi	fi1	2	fi1	9	fi1	10	fi1	11			
啡	啡	fi	fi1	7									
榧	榧	fi	fi1	1	fi1	9	fi3	10	fi1	11			
扉	扉	fi	fi1	2					fi1	11			
霏	霏	fi	fi1	2									
菲	菲	fi	fi1	1	fi5	9							
匪	匪	fi	fi1	2	fi1	9	fi3	10	fi1	11			
翡	翡	fi	fi1	2	fi5	9	fi5	10	fi5	11			
蜚	蜚		fi1	2									
緋	绯	fi	fi1	2									
斐	斐	fi	fi1	2									
鯡	鲱		fi1										
沸	沸	fi	fi1	2	fi1	9							
腓	腓	fi	fi1	7									
婓	婓		fi1										
裶	裶		fi1										
猆	猆		fi1										
馡	馡		fi1										
棐	棐	fi	fi3	7									
悱	悱	fi	fi3	7									
誹	诽	fi	fi3	7	fi1	9							
篚	篚	fi	fi3	7									
奜	奜		fi3										
肺	肺	fi	fi5	1	fi5	9	fi5	10	fi5	11			
芾	芾	fi	fi5	7									
杮	杮		fi5	1					fi5	11		木杮	
費	费	fi	fi5	2	fi5	9	fi5	10	fi5	11		費用	
鐨	镄		fi5									化學元素	
昲	昲		fi5										
靅	靅		fi5										
砩	砩		fi5										
廢	废	fi	fi5	2	fi5	9	fi5	10	fi5	11			
癈	废	fi	fi5	2									
廃	廃		fi5									古同“廢”	
䉬	𫂈	fi	fi5	7									
痱	痱		fi5	1	fi5	9	fi5	10	fi5	11			
疿	痱		fi5	1									
吠	吠		fi5	2			fi5	10	fi5	11		又音	
𣏕	𣏕	fi	fi5	7									
唯	唯	vi	vi2	2	vi6	9	vi2	10	vi2	11			
維	维	vi	vi2	2	vi2	9	vi2	10	vi2	11			
惟	惟	vi	vi2	2	vi2	9	vi2	10	vi2	11			
濰	潍		vi2										
琟	琟		vi2										
肥	肥	vi	vi2	2	vi6	9	vi2	10	vi2	11		文讀	
淝	淝		vi2										
蜰	蜰		vi2										
微	微	vi	vi2	2	vi2	9	vi2	10	vi2	11			
薇	薇	vi	vi2	1									
癓	癓		vi2										
娓	娓	vi	vi2	7									
費	费		vi2	2	vi6	9					0.05	姓	
吠	吠	vi	vi2	2	vi6	9							
尾	尾	vi	vi4	1	vi6	9	vi6	10	vi4	11	0.05	文讀	
浘	浘	vi	vi4	7									
梶	梶		vi4										
艉	艉		vi4										
亹	亹	vi	vi4	7									
斖	斖		vi4										
陫	陫		vi4										
未	未	vi	vi6	1	vi6	9	vi6	10	vi6	11			
味	味	vi	vi6	1	vi6	9	vi6	10	vi6	11		文讀	
菋	菋	vi	vi6	7									
鮇	鮇	vi	vi6	7									
㭑	㭑	vi	vi6	7									
狒	狒		vi6										
鼣	鼣		vi6										
屝	屝		vi6										
萉	萉		vi6										
黂	黂		vi6										
蒂	蒂	ti	ti1	1	ti5	9			ti5	11			
蔕	蒂		ti1	1									
氐	氐	ti	ti1	7									
低	低	ti	ti1	1	ti1	9	ti1	10	ti1	11			
羝	羝	ti	ti1	7									
眡	眡	ti	ti1	7							0.00		
𩑾	𩑾	ti	ti1	7									
奃	奃		ti1										
袛	袛		ti1										
鍉	𫔂		ti1										
磾	䃅		ti1										
掂	掂	tin	ti1	2	tii1	9	ti1	10	tien1	11			
點	点	tin	ti1	1	tii3	9	ti3	10	tien3	11	0.00	點心	
㸃	点		ti1	1			ti3	10			0.00	點心	
敁	敁		ti1										
顛	颠	tin	ti1	1	tii1	9	ti1	10	tien1	11			
滇	滇		ti1										
巔	巅	tin	ti1	2	tii1	9							
巓	巅	tin	ti1	2	tii1	9							
癲	癫	tin	ti1	7	tii1	9			ti3	11			
蹎	蹎	tin	ti1	7									
傎	傎		ti1										
厧	厧		ti1										
瘨	瘨		ti1										
齻	齻		ti1										
癜	癜	din	ti1	1									
底	底	ti	ti3	1	ti3	9	ti3	10	ti3	11			
抵	抵	ti	ti3	1	ti3	9	ti3	10	ti3	11			
牴	抵		ti3	1									
觝	抵	ti	ti3	1									
邸	邸	ti	ti3	7									
砥	砥	ti	ti3	7									
呧	呧	ti	ti3	7									
柢	柢	ti	ti3	7									
詆	诋	ti	ti3	7									
坻	坻		ti3										
弤	弤		ti3										
軧	軧		ti3										
掂	掂								ti3	11	0.00		#
典	典	tin	ti3	1	tii3	9	ti3	10	tien3	11			
碘	碘		ti3	2	tii3	9						化學元素	
𥮏	𥮏	tin	ti3	7									
婰	婰		ti3										
敟	敟		ti3										
蕇	蕇		ti3										
玷	玷	tin	ti3	7									
點	点	tin	ti3	1	tii3	9	ti3	10	tien3	11			
㸃	点		ti3	1			ti3	10					
奌	奌		ti3									古同“點”	
墊	垫		ti3	3							0.05	地名用詞，到底之處	
踮	踮		ti5	1	tii1	9			tien5	11			
帝	帝	ti	ti5	1	ti5	9	ti5	10	ti5	11			
締	缔		ti5	2	ti5	9							
渧	渧	ti	ti5	1					ti5	11			
滴	滴	tih	ti5	3							0.00	僅限於“溚溚滴”	#
諦	谛	ti	ti5	7									
碲	碲		ti5									化學元素	
偙	偙	ti	ti5	7									
螮	䗖	ti	ti5	7									
僀	僀		ti5										
胝	胝	ti	ti5	7							0.00		
䩚	䩚	ti	ti5	7									
𦨢	𦨢	ti	ti5	7									
怟	怟	ti	ti5	7									
骶	骶	ti	ti5	7									
店	店	tin	ti5	1	tii5	9	ti5	10	tien5	11			
坫	坫	tin	ti5	1									
痁	痁	tin	ti5	1									
惦	惦		ti5		tii1	9							
殿	殿	tin	ti5	7							0.00	殿後	
梯	梯	tʽi	thi1	2	thi1	9	thi1	10	thi1	11			
涕	涕	tʽi	thi1	2	thi5	9	thi5	10					
銻	锑		thi1									化學元素	
睇	睇	tʽi	thi1	7									
鷈	䴘	the	thi1										
天	天	tʽin	thi1	1	thii1	9	thi1	10	thien1	11			
兲	天		thi1	1									
添	添		thi1	1	thii1	9	thi1	10	thien1	11			
掭	掭	tʽin	thi1	1	thii3	9			thien1	11			
㮇	㮇		thi1	3									
栝	栝	tʽin	thi1	2								火栝	
黇	黇		thi1										
體	体	tʽi	thi3	1	thi3	9	thi3	10	thi3	11			
軆	体	tʽi	thi3	1									
挮	挮	tʽi	thi3	7									
忝	忝	tʽin	thi3	7									
舔	舔	tʽin	thi3	1	thii3	9	thi3	10	thien3	11			
菾	菾	tʽin	thi3	7									
悿	悿	tʽin	thi3	7									
蚕	蚕		thi3										
腆	腆	tʽin	thi3	7			thi3	10					
㥏	㥏	tʽin	thi3	7									
𧌎	𧌎	tʽin	thi3	7									
捵	捵	tʽin	thi3	7									
靦	腼		thi3	7									
腼	腼		thi3	7									
晪	晪		thi3										
淟	淟		thi3										
痶	痶		thi3										
賟	𧹖		thi3										
餂	餂	tʽin	thi3	7									
㐁	㐁	tʽin	thi3	7									
剃	剃	tʽi	thi5	1	thi5	9	thi5	10	thi5	11			
鬀	剃		thi5	1									
薙	剃		thi5	1									
屜	屉	tʽi	thi5	2	thi5	9	thi5	10	thi5	11			
屉	屉	tʽi	thi5	2	thi5	9	thi5	10					
替	替	tʽi	thi5	1	thi5	9	thi5	10	thi5	11			
嚏	嚏	tʽi	thi5	7	thi1	9			thi5	11			
嚔	嚔		thi5									古同“嚏”	
楴	楴	tʽi	thi5	7									
褅	褅	tʽi	thi5	7									
髢	髢	tʽi	thi5	7									
殢	𣨼		thi5										
䪆	䪆		thi5	1								細軟；細膩；滑爽	
戻	戻		thi5										
达	达		thi5										
添	添		thi5	3	thii1	9	thi1	10	thien1	11	0.05	①襯；夾 ②往磨眼裏續（米、黃豆等）	
掭	掭	tʽin					thi5	10	thien5	11			
睼	睼		thi5										
堤	堤	di	di2	1	di6	9	ti1	10					
隄	堤		di2	1									
提	提	di	di2	1	di6	9	di2	10	di2	11			
題	题	di	di2	2	di6	9	di2	10	di2	11			
鯷	鳀		di2	1					di2	11			
鞮	鞮	di	di2	7									
𤟥	𤟥	di	di2	7									
騠	𫘨		di2	7									
緹	缇		di2										
醍	醍		di2										
鶗	𫛸		di2										
瑅	瑅		di2										
趧	趧		di2										
蹄	蹄	di	di2	1	di2	9	di2	10	di2	11			
蹏	蹄		di2	1									
啼	啼	di	di2	2	di2	9	di2	10	di2	11			
嗁	啼		di2	2									
鍗	鍗	di	di2	7									
𩋣	𩋣	di	di2	7									
𩤢	𩤢	di	di2	7									
鶙	鶙		di2										
崹	崹		di2										
鵜	鹈	di	di2	7									
稊	稊		di2										
娣	娣	di	di2	2									
綈	绨		di2										
罤	罤		di2										
蕛	蕛		di2										
鮷	鮷		di2										
荑	荑	di	di2	7									
䨑	䨑	di	di2	7									
𧙣	𧙣	di	di2	7									
䬫	䬫	di	di2	7									
隶	隶		di2	2	di2	9							
隸	隶		di2	2	di2	9	di6	10	di6	11			
隷	隶		di2	2									
恬	恬	din	di2	7									
湉	湉	din	di2	7									
甜	甜	din	di2	1	dii2	9	di2	10	dien2	11			
田	田	din	di2	1	dii2	9	di2	10	dien2	11			
佃	佃	din	di2	2	dii2	9	di6	10	dien6	11			
畋	畋	din	di2	7									
䡘	䡘	din	di2	7									
鿬	鿬		di2									化學元素	
畑	畑		di2									日語漢字，音同“田”	
畠	畠		di2									日語漢字，音同“田”	
鴫	鴫		di2									日語漢字，音同“田”	
沺	沺		di2										
殿	殿	din	di2	2	dii6	9	di6	10	dien6	11			
奠	奠	din	di2	2	dii2	9	di6	10	dien6	11			
填	填		di2	1	dii2	9	di2	10	dien2	11			
塡	填	din	di2	1			di2	10					
滇	滇	din	di2	7	dii6	9							
闐	阗	din	di2	7									
搷	搷		di2										
鷆	鷆		di2										
鷏	鷏		di2										
厗	厗		di2										
弟	弟	di	di4	1	di2	9	di6	10	di4	11			
簟	簟	din	di4	1	dii6	9			dien6	11	55		
殄	殄	din	di4	7									
扂	扂		di4										
第	第	di	di6	1	di6	9	di6	10	di6	11			
地	地	di	di6	1	di6	9	di6	10	di6	11			
逮	逮	di	di6	2	di2	9							
遞	递	di	di6	2	di6	9	di6	10	di6	11			
棣	棣	di	di6	7									
悌	悌	di	di6	7									
䑯	䑯	di	di6	7									
踶	踶	di	di6	7									
禘	禘	di	di6	7									
杕	杕		di6										
遰	遰		di6										
墬	墬		di6										
甸	甸	din	di6	7	dii2	9							
蜔	蜔	din	di6	7									
墊	垫		di6	1	dii6	9	di6	10	dien6	11			
電	电	din	di6	1	dii6	9	di6	10					
靛	靛	din	di6	7									
𪑩	𪑩		di6	6									
𪒮	𪒮		di6										
壂	壂		di6										
淀	淀		di6										
澱	淀		di6		dii2	9							
鈿	钿	din	di6	1	dii2	9			dien2	11	10000		
磹	磹		di6										
黎	黎	li	li2	2	li6	9	li2	10	li2	11			
藜	藜	li	li2	7									
蔾	藜		li2	7									
犁	犁	li	li2	1	li2	9	li2	10	li2	11			
犂	犁		li2	1									
梨	梨	li	li2	2	li2	9	li2	10	li2	11			
棃	梨		li2	2									
黧	黧	li	li2	7									
邌	邌		li2										
鵹	鵹		li2										
筣	筣	li	li2	7									
蟍	蟍		li2										
鑗	鑗		li2										
厘	厘		li2	2									
釐	厘	li	li2	2	li2	9	li2	10	li2	11			
喱	喱		li2										
狸	狸	li	li2	2	li2	9	li2	10	li2	11			
貍	狸		li2	2									
梩	梩	li	li2	7									
艃	艃		li2										
離	离	li	li2	1	li2	9	li6	10	li2	11			
漓	漓	li	li2	7	li2	9							
灕	漓		li2										
籬	篱	li	li2	2	li2	9	li2	10	li2	11			
篱	篱	li	li2	2									
璃	璃	li	li2	1	li2	9	li2	10	li2	11			
琍	璃		li2	1									
瓈	璃		li2	1									
褵	褵	li	li2	7									
縭	缡		li2										
